STD
Jūrmalas iela 27, Piņķi, Babītes pag., Mārupes nov., LV-2107
Jūrmalas iela 19, Liepāja, LV-3401
20. līnija 2, Jūrmala, LV-2010
Alfrēda Amtmaņa-Briedīša iela 12, Jūrmala, LV-2008
Alfrēda Kalniņa iela 2, Jūrmala, LV-2011
Asaru prospekts 26, Jūrmala, LV-2008
Asaru prospekts 33, Jūrmala, LV-2008
Asaru prospekts 47, Jūrmala, LV-2008
Aveņu iela 13, Jūrmala, LV-2008
Aveņu iela 20, Jūrmala, LV-2008
Aveņu iela 3, Jūrmala, LV-2008
Bārtas iela 4, Jūrmala, LV-2008
Bauskas iela 14, Jūrmala, LV-2010
Blāzmas iela 10, Jūrmala, LV-2015
Braslas iela 2C, Jūrmala, LV-2008
Brekšu iela 2, Jūrmala, LV-2016
Bulduru prospekts 112, Jūrmala, LV-2010
Bulduru prospekts 73, Jūrmala, LV-2010
Bulduru prospekts 83, Jūrmala, LV-2010
Cīruļu iela 14, Jūrmala, LV-2008
Cīruļu iela 28, Jūrmala, LV-2008
Dārzkopības iela 6, Jūrmala, LV-2010
Dārzu iela 21, Jūrmala, LV-2008
Dāvja iela 30, Jūrmala, LV-2008
Dāvja iela 40, Jūrmala, LV-2008
Dāvja iela 57, Jūrmala, LV-2008
Dubultu prospekts 119, Jūrmala, LV-2008
Dubultu prospekts 20, Jūrmala, LV-2015
Durbes iela 5, Jūrmala, LV-2012
Dzintaru prospekts 39, Jūrmala, LV-2015
Dzintaru prospekts 49, Jūrmala, LV-2015
Dzirnavu iela 5A, Jūrmala, LV-2011
Dzirnavu iela 8, Jūrmala, LV-2011
Eduarda Veidenbauma iela 5, Jūrmala, LV-2011
Eduarda Veidenbauma iela 11, Jūrmala, LV-2011
Ernesta iela 3A, Jūrmala, LV-2008
Glūdas iela 17, Jūrmala, LV-2016
Grāvju iela 13, Jūrmala, LV-2008
Gulbju iela 75, Jūrmala, LV-2008
Gulbju iela 9, Jūrmala, LV-2008
Ikšķiles iela 2, Jūrmala, LV-2015
Jaunā iela 3, Jūrmala, LV-2015
Jelgavas iela 14, Jūrmala, LV-2010
Jelgavas iela 5, Jūrmala, LV-2010
Jomas iela 10, Jūrmala, LV-2015
Jūras iela 32, Jūrmala, LV-2015
Jūras iela 40, Jūrmala, LV-2015
Jūras iela 51, Jūrmala, LV-2015
Kalēju iela 45A, Jūrmala, LV-2008
Kalēju iela 52, Jūrmala, LV-2008
Kāpu iela 101, Jūrmala, LV-2008
Kāpu iela 115, Jūrmala, LV-2008
Karogu iela 11, Jūrmala, LV-2012
Kārsas iela 23, Jūrmala, LV-2011
Kolkas iela 3A, Jūrmala, LV-2012
Konkordijas iela 21A, Jūrmala, LV-2015
Krišjāņa Barona iela 4A, Jūrmala, LV-2010
Krišjāņa Valdemāra iela 4, Jūrmala, LV-2015
Laimdotas iela 8, Jūrmala, LV-2008
Lapotnes iela 24, Jūrmala, LV-2011
Lapsu iela 13, Jūrmala, LV-2011
Liedaga iela 12A, Jūrmala, LV-2015
Lielais prospekts 16, Jūrmala, LV-2010
Lienes iela 17, Jūrmala, LV-2015
Lienes iela 26, Jūrmala, LV-2015
Mārupes iela 4, Jūrmala, LV-2010
Medņu iela 9, Jūrmala, LV-2008
Melitas iela 11, Jūrmala, LV-2008
Melitas iela 9, Jūrmala, LV-2008
Meža prospekts 125, Jūrmala, LV-2010
Meža prospekts 147, Jūrmala, LV-2010
Mežsargu iela 14A, Jūrmala, LV-2008
Muižas iela 21, Jūrmala, LV-2010
Muižas iela 6, Jūrmala, LV-2010
Olaines iela 11, Jūrmala, LV-2010
Papardes iela 6, Jūrmala, LV-2011
Pārslas iela 18, Jūrmala, LV-2011
Pētera iela 33, Jūrmala, LV-2015
Pilsoņu iela 24, Jūrmala, LV-2015
Puķu iela 82A, Jūrmala, LV-2008
Pulkveža Brieža iela 14, Jūrmala, LV-2015
Raiņa iela 54, Jūrmala, LV-2011
Raiņa iela 99A, Jūrmala, LV-2016
Rīgas iela 56, Jūrmala, LV-2015
Rīgas iela 67, Jūrmala, LV-2015
Rubeņu iela 18, Jūrmala, LV-2008
Rubeņu iela 38, Jūrmala, LV-2008
Rubeņu iela 54, Jūrmala, LV-2008
Saldus iela 7, Jūrmala, LV-2010
Satiksmes iela 2, Jūrmala, LV-2011
Saules iela 17, Jūrmala, LV-2015
Silu iela 15, Jūrmala, LV-2008
Silu iela 6, Jūrmala, LV-2008
Skrundas iela 4, Jūrmala, LV-2011
Skultes iela 3, Jūrmala, LV-2010
Sporta iela 1/3, Jūrmala, LV-2008
Staburaga iela 5B, Jūrmala, LV-2011
Sudraba iela 2, Jūrmala, LV-2015
Sudraba iela 9, Jūrmala, LV-2015
Talsu šoseja 32, Jūrmala, LV-2016
Teātra iela 40A, Jūrmala, LV-2015
Teātra iela 47, Jūrmala, LV-2015
Teātra iela 67, Jūrmala, LV-2015
Tobago iela 4, Jūrmala, LV-2011
Tukuma iela 14, Jūrmala, LV-2012
Tukuma iela 22A, Jūrmala, LV-2012
Turaidas iela 98, Jūrmala, LV-2015
Vilhelma Purvīša iela 27A, Jūrmala, LV-2012
Vaiņodes iela 5, Jūrmala, LV-2011
Vaivaru iela 16, Jūrmala, LV-2011
Varavīksnes iela 4, Jūrmala, LV-2015
Varoņu iela 4, Jūrmala, LV-2011
Vecais ceļš 9, Jūrmala, LV-2011
Ventas iela 4A, Jūrmala, LV-2015
Ventspils šoseja 13, Jūrmala, LV-2011
Vidus prospekts 51, Jūrmala, LV-2010
Vikingu iela 12, Jūrmala, LV-2010
Vikingu iela 20A, Jūrmala, LV-2010
Viktorijas iela 72, Jūrmala, LV-2015
Viktorijas iela 79, Jūrmala, LV-2015
Zalkšu iela 7, Jūrmala, LV-2011
Zemeņu iela 2, Jūrmala, LV-2008
Zīlīšu iela 1, Jūrmala, LV-2010
Sienāžu iela 5, Jūrmala, LV-2011
Skudru iela 6, Jūrmala, LV-2011
Dubultu prospekts 34/36, Jūrmala, LV-2015
Vecā Jūrmalas gatve 1B, Rīga, LV-1083
Jūrmalas gatve 144A, Rīga, LV-1029
Jūrmalas gatve 125, Rīga, LV-1029
Jūrmalas gatve 113B, Rīga, LV-1029
Jūrmalas gatve 102A, Rīga, LV-1029
Jūrmalas gatve 86, Rīga, LV-1029
Jūrmalas gatve 80A, Rīga, LV-1029
Jūrmalas gatve 62, Rīga, LV-1083
Jūrmalas gatve 49, Rīga, LV-1067
Jūrmalas gatve 27, Rīga, LV-1067
Jūrmalas gatve 9, Rīga, LV-1083
Aiviekstes iela 2, Jūrmala, LV-2015
Alauksta iela 3, Jūrmala, LV-2015
Alberta Kronenberga iela 5, Jūrmala, LV-2011
Andreja Upīša iela 8, Jūrmala, LV-2012
Apes iela 4, Jūrmala, LV-2011
Asaru prospekts 8, Jūrmala, LV-2008
Asaru prospekts 14, Jūrmala, LV-2008
Augusta iela 4, Jūrmala, LV-2015
Ātrā iela 14, Jūrmala, LV-2015
Babītes iela 3 k-1, Jūrmala, LV-2010
Babītes iela 5, Jūrmala, LV-2010
Baložu iela 4, Jūrmala, LV-2008
Baznīcas iela 9, Jūrmala, LV-2015
Baznīcas iela 28, Jūrmala, LV-2015
Bišu iela 15, Jūrmala, LV-2012
Brekšu iela 6, Jūrmala, LV-2016
Briežu iela 3, Jūrmala, LV-2011
Brocēnu iela 25, Jūrmala, LV-2012
Bulduru prospekts 22, Jūrmala, LV-2010
Bulduru prospekts 22 k-6, Jūrmala, LV-2010
Bulduru prospekts 101, Jūrmala, LV-2010
Bulduru prospekts 131, Jūrmala, LV-2010
Burtnieku iela 14, Jūrmala, LV-2010
Burtnieku iela 14 k-1, Jūrmala, LV-2010
Ceriņu iela 34, Jūrmala, LV-2015
Cīruļu iela 44, Jūrmala, LV-2008
Darba iela 4, Jūrmala, LV-2011
Dārzkopības iela 24, Jūrmala, LV-2010
Dāvja iela 26, Jūrmala, LV-2008
Draudzības iela 4, Jūrmala, LV-2016
Dreiliņu iela 12, Jūrmala, LV-2010
Dubultu prospekts 35 k-2, Jūrmala, LV-2015
Dubultu prospekts 81, Jūrmala, LV-2008
Durbes iela 21, Jūrmala, LV-2012
Dzelzceļa iela 2, Jūrmala, LV-2008
Dzelzceļa iela 5A, Jūrmala, LV-2008
Dzintaru prospekts 14, Jūrmala, LV-2015
Dzintaru prospekts 47, Jūrmala, LV-2015
Dzintaru prospekts 55, Jūrmala, LV-2015
Dzirksteles iela 2B, Jūrmala, LV-2011
Mazirbes iela 2, Jūrmala, LV-2011
Dzirnavu iela 25, Jūrmala, LV-2011
Dzirnavu iela 29 k-1, Jūrmala, LV-2011
Dzirnavu iela 57, Jūrmala, LV-2011
Edinburgas prospekts 3, Jūrmala, LV-2015
Edinburgas prospekts 37, Jūrmala, LV-2015
Edinburgas prospekts 55, Jūrmala, LV-2015
Edinburgas prospekts 93, Jūrmala, LV-2010
Eiženijas iela 10, Jūrmala, LV-2008
Emīlijas iela 15, Jūrmala, LV-2015
Emīlijas iela 16, Jūrmala, LV-2015
Enkuru iela 1, Jūrmala, LV-2010
Ezeru iela 34, Jūrmala, LV-2008
Grāvju iela 3, Jūrmala, LV-2008
Ģertrūdes prospekts 4, Jūrmala, LV-2008
Imantas iela 5, Jūrmala, LV-2008
Jaņa Rozentāla iela 13, Jūrmala, LV-2012
Jasmīnu iela 14, Jūrmala, LV-2010
Jaunā iela 47, Jūrmala, LV-2015
Jaunā iela 60A, Jūrmala, LV-2015
Jāņa Pliekšāna iela 28, Jūrmala, LV-2015
Jāņa Pliekšāna iela 39, Jūrmala, LV-2015
Jāņa Pliekšāna iela 74, Jūrmala, LV-2015
Jāņa Pliekšāna iela 97, Jūrmala, LV-2015
Jomas iela 2A, Jūrmala, LV-2015
Jomas iela 28, Jūrmala, LV-2015
Jomas iela 52, Jūrmala, LV-2015
Jurģu iela 4, Jūrmala, LV-2011
Jūras iela 14, Jūrmala, LV-2015
Jūrmalas iela 13, Jūrmala, LV-2016
Niedru iela 12, Jūrmala, LV-2010
Nomales iela 12, Jūrmala, LV-2015
Nometņu iela 11, Jūrmala, LV-2016
Nākotnes iela 7, Jūrmala, LV-2016
Nīcas iela 6, Jūrmala, LV-2012
Ozolu iela 3, Jūrmala, LV-2008
Ozolu iela 14, Jūrmala, LV-2008
Otīlijas iela 5, Jūrmala, LV-2008
Oskara Kalpaka prospekts 24, Jūrmala, LV-2010
Omnibusa iela 15 k-2, Jūrmala, LV-2015
Oļģerta iela 16, Jūrmala, LV-2008
Olgas iela 20, Jūrmala, LV-2008
Olgas iela 45, Jūrmala, LV-2008
Olgas iela 26, Jūrmala, LV-2008
Olgas iela 25, Jūrmala, LV-2008
Kadiķu iela 10, Jūrmala, LV-2008
Kadiķu iela 28, Jūrmala, LV-2008
Kalnciema iela 10, Jūrmala, LV-2015
Kalnciema iela 28, Jūrmala, LV-2015
Kalnu iela 20A, Jūrmala, LV-2008
Kalēju iela 13, Jūrmala, LV-2008
Kalēju iela 59, Jūrmala, LV-2008
Kalēju iela 55, Jūrmala, LV-2008
Kalēju iela 35A, Jūrmala, LV-2008
Kalēju iela 32, Jūrmala, LV-2008
Kameņu iela 3, Jūrmala, LV-2012
Kandavas iela 28/30, Jūrmala, LV-2011
Kanālu iela 4, Jūrmala, LV-2008
Kanālu iela 48, Jūrmala, LV-2008
Kanālu iela 34, Jūrmala, LV-2008
Kanālu iela 33, Jūrmala, LV-2008
Kanālu iela 23, Jūrmala, LV-2008
Kapteiņa Zolta iela 121A, Jūrmala, LV-2016
Karogu iela 9, Jūrmala, LV-2012
Kaudzīšu iela 10, Jūrmala, LV-2015
Sēkļu iela 6, Jūrmala, LV-2016
Kaugurciema iela 65A, Jūrmala, LV-2016
Kaugurciema iela 59, Jūrmala, LV-2016
Kaugurciema iela 49, Jūrmala, LV-2016
Vēžu iela 10, Jūrmala, LV-2016
Palu iela 7, Jūrmala, LV-2016
Kauņas iela 17, Jūrmala, LV-2011
Kauņas iela 24, Jūrmala, LV-2011
Kolkas iela 20A, Jūrmala, LV-2012
Konkordijas iela 8, Jūrmala, LV-2015
Konkordijas iela 77, Jūrmala, LV-2015
Konkordijas iela 55, Jūrmala, LV-2015
Konkordijas iela 47, Jūrmala, LV-2015
Konkordijas iela 27, Jūrmala, LV-2015
Krasta iela 15A, Jūrmala, LV-2011
Krasta iela 19, Jūrmala, LV-2011
Krišjāņa Barona iela 19, Jūrmala, LV-2010
Krišjāņa Barona iela 25, Jūrmala, LV-2010
Kļavu iela 1A, Jūrmala, LV-2015
Kļavu iela 8, Jūrmala, LV-2015
Kārsas iela 12, Jūrmala, LV-2011
Kārsas iela 29, Jūrmala, LV-2011
Kārsas iela 20A, Jūrmala, LV-2011
Kārklu iela 7, Jūrmala, LV-2008
Kāpu iela 141, Jūrmala, LV-2008
Kāpu iela 124, Jūrmala, LV-2008
Kāpu iela 108, Jūrmala, LV-2008
Kāpu iela 102, Jūrmala, LV-2008
Kāpu iela 86, Jūrmala, LV-2008
Kāpu iela 67, Jūrmala, LV-2008
Kāpu iela 60, Jūrmala, LV-2008
Kāpu iela 42, Jūrmala, LV-2008
Kāpu iela 32, Jūrmala, LV-2008
Kuģu iela 1, Jūrmala, LV-2010
Kuģu iela 10, Jūrmala, LV-2010
Kurzemes iela 3, Jūrmala, LV-2011
Kuldīgas iela 2A, Jūrmala, LV-2010
Krūzes iela 1, Jūrmala, LV-2010
Krūkļu iela 4, Jūrmala, LV-2008
Pāvila iela 3, Jūrmala, LV-2015
Krišjāņa Valdemāra iela 13, Jūrmala, LV-2015
Pērļu iela 5, Jūrmala, LV-2011
Ķeguma iela 2, Jūrmala, LV-2011
Pētera iela 19A, Jūrmala, LV-2015
Piekrastes iela 3, Jūrmala, LV-2008
Ķemeru iela 3, Jūrmala, LV-2015
Piestātnes iela 15, Jūrmala, LV-2015
Plūdu iela 1, Jūrmala, LV-2015
Ķemeru iela 58, Jūrmala, LV-2015
Ķemeru iela 57, Jūrmala, LV-2010
Pļaviņu iela 35, Jūrmala, LV-2011
Ķemeru iela 42/44, Jūrmala, LV-2015
Ķemeru iela 33, Jūrmala, LV-2015
Ķemeru iela 18A, Jūrmala, LV-2015
Ķiršu iela 7, Jūrmala, LV-2016
Priežu iela 21, Jūrmala, LV-2008
Promenādes iela 3 k-4, Jūrmala, LV-2015
Puķu iela 7 k-4, Jūrmala, LV-2008
Puķu iela 61, Jūrmala, LV-2008
Putnu iela 2, Jūrmala, LV-2016
Raiņa iela 19, Jūrmala, LV-2011
Laimdotas iela 5, Jūrmala, LV-2008
Lapotnes iela 19, Jūrmala, LV-2011
Lapsu iela 12, Jūrmala, LV-2011
Lapu iela 3, Jūrmala, LV-2015
Lauku iela 19, Jūrmala, LV-2011
Lašu iela 7A, Jūrmala, LV-2010
Lašu iela 9, Jūrmala, LV-2010
Lejas iela 1A, Jūrmala, LV-2015
Leona Paegles iela 2, Jūrmala, LV-2011
Raiņa iela 42, Jūrmala, LV-2011
Leona Paegles iela 65, Jūrmala, LV-2011
Leona Paegles iela 42, Jūrmala, LV-2011
Leona Paegles iela 40, Jūrmala, LV-2011
Raiņa iela 108, Jūrmala, LV-2016
Rēzeknes pulka iela 26, Jūrmala, LV-2010
Liedaga iela 7, Jūrmala, LV-2015
Lielais prospekts 27, Jūrmala, LV-2010
Rīgas iela 31, Jūrmala, LV-2015
Rīgas iela 46, Jūrmala, LV-2015
Robežu iela 2, Jūrmala, LV-2012
Robežu iela 37, Jūrmala, LV-2012
Rudzu iela 3, Jūrmala, LV-2008
Rūdolfa Blaumaņa iela 13, Jūrmala, LV-2015
Lielais prospekts 23, Jūrmala, LV-2010
Saldus iela 11, Jūrmala, LV-2010
Salnas iela 2A, Jūrmala, LV-2011
Lielais prospekts 6, Jūrmala, LV-2010
Sēļu iela 2, Jūrmala, LV-2010
Lielupes iela 24, Jūrmala, LV-2015
Silu iela 4, Jūrmala, LV-2008
Lienes iela 8, Jūrmala, LV-2015
Silu iela 28, Jūrmala, LV-2008
Lienes iela 49, Jūrmala, LV-2015
Lienes iela 25, Jūrmala, LV-2015
Lienes iela 16/18, Jūrmala, LV-2015
Skolas iela 31A, Jūrmala, LV-2016
Liepu iela 1, Jūrmala, LV-2008
Liepājas iela 8, Jūrmala, LV-2012
Loču iela 4, Jūrmala, LV-2010
Loču iela 6, Jūrmala, LV-2010
Skolas iela 63, Jūrmala, LV-2016
Lāču iela 14, Jūrmala, LV-2010
Skolotāju iela 13, Jūrmala, LV-2008
Lēdurgas iela 1, Jūrmala, LV-2016
Lībiešu iela 15, Jūrmala, LV-2016
Slokas iela 19, Jūrmala, LV-2015
Slokas iela 25/27, Jūrmala, LV-2015
Mangaļu iela 17, Jūrmala, LV-2010
Slokas iela 63 k-7, Jūrmala, LV-2015
Smilšu iela 5, Jūrmala, LV-2015
Stabu iela 5, Jūrmala, LV-2010
Stabu iela 9, Jūrmala, LV-2010
Stendes iela 10A, Jūrmala, LV-2010
Stirnu iela 2, Jūrmala, LV-2010
Strēlnieku prospekts 86, Jūrmala, LV-2008
Sūnu iela 12, Jūrmala, LV-2008
Tallinas iela 1, Jūrmala, LV-2011
Tallinas iela 40, Jūrmala, LV-2016
Talsu šoseja 31 k-10, Jūrmala, LV-2016
Teātra iela 54, Jūrmala, LV-2015
Telšu iela 44, Jūrmala, LV-2016
Tērbatas iela 3A, Jūrmala, LV-2011
Tērbatas iela 28, Jūrmala, LV-2011
Tērbatas iela 41, Jūrmala, LV-2016
Tirgoņu iela 3, Jūrmala, LV-2015
Tirgoņu iela 9, Jūrmala, LV-2015
Tirzas iela 5, Jūrmala, LV-2011
Turaidas iela 36, Jūrmala, LV-2015
Turaidas iela 57, Jūrmala, LV-2015
Upes iela 9A, Jūrmala, LV-2008
Upes iela 16, Jūrmala, LV-2008
Upmalas iela 24 k-2, Jūrmala, LV-2010
Vaivaru iela 11, Jūrmala, LV-2011
Valmieras iela 6, Jūrmala, LV-2010
Valtera prospekts 59, Jūrmala, LV-2008
Varavīksnes iela 5, Jūrmala, LV-2015
Vasaras iela 3, Jūrmala, LV-2008
Vāveru iela 3, Jūrmala, LV-2010
Ventspils šoseja 25, Jūrmala, LV-2011
Vēžu iela 3, Jūrmala, LV-2016
Vidus prospekts 30, Jūrmala, LV-2010
Vidzemes iela 7, Jūrmala, LV-2011
Vienības prospekts 26, Jūrmala, LV-2010
Vienības prospekts 30 k-5, Jūrmala, LV-2010
Viestura iela 8, Jūrmala, LV-2010
Viestura iela 17, Jūrmala, LV-2010
Viestura iela 27, Jūrmala, LV-2010
Viestura iela 50 k-2, Jūrmala, LV-2010
Vikingu iela 22, Jūrmala, LV-2010
Vikingu iela 29, Jūrmala, LV-2010
Vikingu iela 64, Jūrmala, LV-2010
Vikingu iela 80, Jūrmala, LV-2010
Viktorijas iela 59, Jūrmala, LV-2015
Viktorijas iela 78, Jūrmala, LV-2015
Vilhelma Purvīša iela 19, Jūrmala, LV-2012
Virsaišu iela 3, Jūrmala, LV-2008
Zaķu iela 4A, Jūrmala, LV-2010
Zemeņu iela 25A, Jūrmala, LV-2008
Zemeņu iela 53, Jūrmala, LV-2008
Zigfrīda Meierovica prospekts 26 k-1, Jūrmala, LV-2015
Zīlīšu iela 3, Jūrmala, LV-2010
Zvaigžņu iela 5, Jūrmala, LV-2015
Žubītes iela 40, Jūrmala, LV-2008
Marijas iela 10, Jūrmala, LV-2008
Matildes iela 5, Jūrmala, LV-2008
Matrožu iela 14, Jūrmala, LV-2010
Matīsa iela 13, Jūrmala, LV-2008
Mazā Dzirnavu iela 4, Jūrmala, LV-2011
Medņu iela 20, Jūrmala, LV-2008
Medņu iela 107, Jūrmala, LV-2011
Medņu iela 73, Jūrmala, LV-2008
Medņu iela 68, Jūrmala, LV-2008
Melitas iela 3, Jūrmala, LV-2008
Mellužu prospekts 5, Jūrmala, LV-2008
Mellužu prospekts 11, Jūrmala, LV-2008
Mellužu prospekts 15, Jūrmala, LV-2008
Mellužu prospekts 83, Jūrmala, LV-2008
Mellužu prospekts 71A, Jūrmala, LV-2008
Mellužu prospekts 32, Jūrmala, LV-2008
Mellužu prospekts 33, Jūrmala, LV-2008
Mellužu prospekts 44, Jūrmala, LV-2008
Mencu iela 1, Jūrmala, LV-2016
Meža prospekts 2/4, Jūrmala, LV-2010
Meža prospekts 35, Jūrmala, LV-2010
Meža prospekts 60, Jūrmala, LV-2010
Meža prospekts 123, Jūrmala, LV-2010
Meža prospekts 87, Jūrmala, LV-2010
Mežmalas iela 13, Jūrmala, LV-2011
Mežsargu iela 9, Jūrmala, LV-2008
Mežsargu iela 31, Jūrmala, LV-2008
Mūzikas iela 6A, Jūrmala, LV-2008
Mūzikas iela 9A, Jūrmala, LV-2008
Muižas iela 7, Jūrmala, LV-2010
Muižas iela 10, Jūrmala, LV-2010
Muižas iela 15, Jūrmala, LV-2010
Miera iela 33, Jūrmala, LV-2015
Miera iela 17, Jūrmala, LV-2015
Milteņu iela 4, Jūrmala, LV-2008
Mirdzas iela 1, Jūrmala, LV-2008
Mirdzas iela 36, Jūrmala, LV-2008
Ābeļu iela 1, Jūrmala, LV-2008
Alejas iela 20, Jūrmala, LV-2012
Asaru prospekts 74, Jūrmala, LV-2008
Aveņu iela 27, Jūrmala, LV-2008
Babītes iela 1 k-1, Jūrmala, LV-2010
Bišu iela 14, Jūrmala, LV-2012
Brīvības prospekts 50, Jūrmala, LV-2015
Bulduru prospekts 109, Jūrmala, LV-2010
Bulduru prospekts 18, Jūrmala, LV-2010
14. līnija 5, Jūrmala, LV-2010
Ceru iela 10, Jūrmala, LV-2015
Cīruļu iela 7, Jūrmala, LV-2008
Daugavpils iela 16, Jūrmala, LV-2011
Dāvja iela 64, Jūrmala, LV-2008
Dubultu prospekts 107, Jūrmala, LV-2008
Dubultu prospekts 63, Jūrmala, LV-2015
Dundagas iela 8, Jūrmala, LV-2012
Dzelzceļa iela 34, Jūrmala, LV-2008
Dzintaru prospekts 11, Jūrmala, LV-2015
Dzirksteles iela 13, Jūrmala, LV-2011
Dzirksteles iela 35, Jūrmala, LV-2011
Eiženijas iela 11, Jūrmala, LV-2008
Gaujas iela 3, Jūrmala, LV-2008
Grāvju iela 75, Jūrmala, LV-2008
Gulbju iela 81, Jūrmala, LV-2011
Ķemeru iela 23, Jūrmala, LV-2015
Irbju iela 21, Jūrmala, LV-2011
Irbju iela 44, Jūrmala, LV-2011
Jāņa Pliekšāna iela 46, Jūrmala, LV-2015
Jāņa Sudrabkalna iela 7, Jūrmala, LV-2016
Jaunatnes iela 2, Jūrmala, LV-2016
Jura Alunāna iela 8, Jūrmala, LV-2008
Jūrkalnes iela 5, Jūrmala, LV-2011
Kadiķu iela 4A, Jūrmala, LV-2008
Kalnciema iela 1, Jūrmala, LV-2015
Kalnu iela 6, Jūrmala, LV-2008
Kanālu iela 4A, Jūrmala, LV-2008
Kāpu iela 147, Jūrmala, LV-2008
Kārklu iela 3, Jūrmala, LV-2008
Karogu iela 13, Jūrmala, LV-2012
Katedrāles iela 2, Jūrmala, LV-2012
Vēžu iela 21, Jūrmala, LV-2016
Kuģu iela 10A, Jūrmala, LV-2010
Lāčplēša iela 12, Jūrmala, LV-2011
Lauku iela 10, Jūrmala, LV-2011
Līgatnes iela 1, Jūrmala, LV-2008
Marijas iela 13, Jūrmala, LV-2008
Matrožu iela 18, Jūrmala, LV-2010
Melitas iela 10, Jūrmala, LV-2008
Meža prospekts 38, Jūrmala, LV-2010
Meža prospekts 65, Jūrmala, LV-2010
Mežotnes iela 7, Jūrmala, LV-2010
Miera iela 4, Jūrmala, LV-2015
Nomales iela 6, Jūrmala, LV-2015
Olgas iela 7, Jūrmala, LV-2008
Oskara Kalpaka prospekts 19, Jūrmala, LV-2010
Papardes iela 2A, Jūrmala, LV-2011
Pētera Pāvila iela 5, Jūrmala, LV-2012
Pļaviņu iela 3, Jūrmala, LV-2011
Piekrastes iela 37, Jūrmala, LV-2008
Piltenes iela 6, Jūrmala, LV-2011
Puškina iela 9, Jūrmala, LV-2012
Puķu iela 75, Jūrmala, LV-2008
Putu iela 1, Jūrmala, LV-2016
Raiņa iela 35, Jūrmala, LV-2011
Ražas iela 6, Jūrmala, LV-2008
Rēzeknes pulka iela 50, Jūrmala, LV-2010
Rīgas iela 32 k-1, Jūrmala, LV-2015
Rītupes iela 20, Jūrmala, LV-2011
Rotas iela 13, Jūrmala, LV-2010
Rūpniecības iela 19, Jūrmala, LV-2016
Senatnes iela 8, Jūrmala, LV-2012
Skolas iela 25, Jūrmala, LV-2016
Skolas iela 61A, Jūrmala, LV-2016
Skolas iela 79, Jūrmala, LV-2016
Slokas iela 92A, Jūrmala, LV-2008
Stabu iela 6, Jūrmala, LV-2010
Strēlnieku prospekts 64, Jūrmala, LV-2008
Sūnu iela 9, Jūrmala, LV-2008
Tālivalža iela 17, Jūrmala, LV-2008
Talsu šoseja 31 k-1, Jūrmala, LV-2016
Tērbatas iela 14, Jūrmala, LV-2011
Teātra iela 20 k-3, Jūrmala, LV-2015
Tirzas iela 1, Jūrmala, LV-2011
Turaidas iela 102, Jūrmala, LV-2015
Turaidas iela 8, Jūrmala, LV-2015
Upes iela 25, Jūrmala, LV-2008
Vaivaru iela 3, Jūrmala, LV-2011
Valtera prospekts 57, Jūrmala, LV-2008
Vasaras iela 38, Jūrmala, LV-2008
Ventspils šoseja 64, Jūrmala, LV-2011
Vidzemes iela 15, Jūrmala, LV-2011
Vikingu iela 21A, Jūrmala, LV-2010
Viktorijas iela 102A, Jūrmala, LV-2015
Viktorijas iela 65, Jūrmala, LV-2015
Virsaišu iela 8A, Jūrmala, LV-2008
Zemeņu iela 15, Jūrmala, LV-2008
Zemeņu iela 51A, Jūrmala, LV-2008
Vecā Jūrmalas gatve 5, Rīga, LV-1083
Jūrmalas gatve 130, Rīga, LV-1029
Jūrmalas gatve 44, Rīga, LV-1083
Jūrmalas iela 8, Salacgrīva, Limbažu nov., LV-4033
18. līnija 1A, Jūrmala, LV-2010
Admirāļu iela 2, Jūrmala, LV-2015
Alejas iela 13, Jūrmala, LV-2012
Amatas iela 3, Jūrmala, LV-2008
Augusta iela 3, Jūrmala, LV-2015
Aveņu iela 49, Jūrmala, LV-2008
Baldones iela 8, Jūrmala, LV-2010
Baznīcas iela 27, Jūrmala, LV-2015
Bišu iela 7, Jūrmala, LV-2012
Brīvības prospekts 70, Jūrmala, LV-2010
Cīruļu iela 117, Jūrmala, LV-2011
Dārzu iela 36, Jūrmala, LV-2008
Dārzu iela 49, Jūrmala, LV-2008
Dāvja iela 2, Jūrmala, LV-2008
Dāvja iela 82, Jūrmala, LV-2008
Dubultu prospekts 88A, Jūrmala, LV-2008
Dzimtenes iela 7, Jūrmala, LV-2008
Dzirksteles iela 3, Jūrmala, LV-2011
Eglaines iela 8A, Jūrmala, LV-2011
Emīlijas iela 8, Jūrmala, LV-2015
Ganību ceļš 6, Jūrmala, LV-2010
Gulbju iela 9A, Jūrmala, LV-2008
Hercoga Jēkaba iela 3A, Jūrmala, LV-2011
Ķemeru iela 66B, Jūrmala, LV-2015
Jāņa Pliekšāna iela 11, Jūrmala, LV-2015
Poruka prospekts 35, Jūrmala, LV-2015
Jaunā iela 20, Jūrmala, LV-2015
Jaunā iela 76, Jūrmala, LV-2015
Jomas iela 60, Jūrmala, LV-2015
Jurģu iela 7A, Jūrmala, LV-2011
Kanālu iela 20, Jūrmala, LV-2008
Kāpu iela 155/157, Jūrmala, LV-2008
Kāpu iela 95A, Jūrmala, LV-2008
Katedrāles iela 9, Jūrmala, LV-2012
Kolkas iela 1, Jūrmala, LV-2012
Kraukļukalna iela 1, Jūrmala, LV-2011
Lauku iela 3A, Jūrmala, LV-2011
Līdaku iela 2, Jūrmala, LV-2016
